

Colorado (PST) SNOTEL Site Grizzly Peak - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Thu Mar 23 11:54:35 GMT-08:00 2023. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,
505,2015-01-01,,   -10.8,    -2.8,   -16.8,   -11.2,
505,2015-01-02,,   -14.4,    -5.9,   -14.5,   -10.5,
505,2015-01-03,,   -12.1,    -2.9,   -16.1,   -11.4,
505,2015-01-04,,   -16.5,    -6.4,   -16.6,   -10.9,
505,2015-01-05,,    -8.9,    -7.1,   -16.8,   -10.7,
505,2015-01-06,,    -1.8,     1.7,    -9.0,    -2.7,
505,2015-01-07,,    -2.0,     2.4,    -3.1,    -1.1,
505,2015-01-08,,    -4.0,     3.5,    -4.9,    -2.0,
505,2015-01-09,,    -5.1,     3.5,    -5.6,    -2.0,
505,2015-01-10,,    -6.5,     2.2,    -6.7,    -4.2,
505,2015-01-11,,    -5.1,     0.7,    -7.2,    -3.7,
505,2015-01-12,,    -6.5,    -1.8,    -6.6,    -4.5,
505,2015-01-13,,    -6.8,    -2.5,    -9.7,    -6.4,
505,2015-01-14,,    -9.8,    -1.9,   -10.1,    -5.9,
505,2015-01-15,,   -10.0,    -0.9,   -11.8,    -8.2,
505,2015-01-16,,    -5.9,     1.0,   -10.0,    -5.3,
505,2015-01-17,,    -5.3,     2.9,    -6.6,    -2.7,
505,2015-01-18,,    -4.0,    -2.6,   -11.0,    -7.3,
505,2015-01-19,,    -6.0,     2.7,    -6.1,    -2.6,
505,2015-01-20,,    -6.4,     1.2,    -6.4,    -3.4,
505,2015-01-21,,    -9.7,    -5.9,   -11.9,    -8.9,
505,2015-01-22,,   -19.8,    -4.4,   -20.4,   -12.5,
505,2015-01-23,,   -14.9,    -7.0,   -20.6,   -15.3,
505,2015-01-24,,   -11.6,    -2.6,   -15.4,    -9.4,
505,2015-01-25,,    -5.1,    -1.7,   -12.2,    -6.1,
505,2015-01-26,,    -2.7,     1.1,    -5.6,    -3.1,
505,2015-01-27,,     0.0,     8.2,    -4.9,     0.4,
505,2015-01-28,,    -4.0,     8.6,    -4.2,     1.3,
505,2015-01-29,,    -4.8,    -1.1,    -5.1,    -3.2,
505,2015-01-30,,    -3.6,     2.7,    -5.8,    -3.2,
505,2015-01-31,,    -4.5,     0.8,    -4.7,    -2.8,
505,2015-02-01,,   -10.5,    -1.3,   -10.7,    -4.5,
505,2015-02-02,,    -9.0,    -6.6,   -13.3,   -10.0,
505,2015-02-03,,    -4.9,    -2.7,    -9.3,    -6.2,
505,2015-02-04,,    -3.6,     0.6,    -5.3,    -3.3,
505,2015-02-05,,    -4.7,    -1.6,    -5.4,    -3.2,
505,2015-02-06,,    -3.0,     1.9,    -7.0,    -3.1,
505,2015-02-07,,    -0.2,     6.2,    -3.3,     0.5,
505,2015-02-08,,    -3.4,     6.5,    -3.8,     0.5,
505,2015-02-09,,    -2.9,     4.3,    -3.9,    -0.5,
505,2015-02-10,,    -1.4,     7.4,    -4.0,     0.4,
505,2015-02-11,,    -5.6,    -0.4,    -5.9,    -2.9,
505,2015-02-12,,    -7.3,    -0.1,    -8.2,    -5.1,
505,2015-02-13,,    -2.7,     2.3,    -8.2,    -3.2,
505,2015-02-14,,    -3.2,     4.7,    -5.3,    -1.1,
505,2015-02-15,,    -1.6,     7.6,    -4.3,     0.4,
505,2015-02-16,,    -9.4,     0.9,    -9.5,    -4.1,
505,2015-02-17,,   -14.5,    -5.0,   -14.8,   -11.8,
505,2015-02-18,,   -11.6,    -7.8,   -15.0,   -12.2,
505,2015-02-19,,    -7.3,    -0.2,   -11.7,    -6.3,
505,2015-02-20,,    -3.9,     2.4,    -8.0,    -2.6,
505,2015-02-21,,   -10.1,    -0.8,   -10.4,    -6.2,
505,2015-02-22,,   -13.1,    -5.0,   -15.4,   -10.3,
505,2015-02-23,,   -11.7,    -9.1,   -19.3,   -12.7,
505,2015-02-24,,   -12.7,    -0.7,   -12.8,    -6.6,
505,2015-02-25,,    -6.7,     1.7,   -13.6,    -7.3,
505,2015-02-26,,   -14.4,    -3.9,   -14.6,    -8.0,
505,2015-02-27,,   -12.1,    -8.7,   -17.4,   -12.1,
505,2015-02-28,,   -13.2,    -6.1,   -15.8,   -11.4,
505,2015-03-01,,    -8.1,    -3.5,   -15.5,    -9.4,
505,2015-03-02,,    -4.0,    -2.3,    -8.4,    -5.8,
505,2015-03-03,,    -7.8,     3.6,    -7.8,    -1.8,
505,2015-03-04,,   -12.7,    -4.2,   -12.7,    -8.3,
505,2015-03-05,,   -19.5,   -11.2,   -20.8,   -15.6,
505,2015-03-06,,   -12.2,    -2.2,   -20.1,   -11.7,
505,2015-03-07,,    -8.1,     1.4,   -12.2,    -5.6,
505,2015-03-08,,    -6.5,     5.5,    -8.6,    -2.5,
505,2015-03-09,,    -7.1,     3.1,    -7.1,    -3.0,
505,2015-03-10,,    -7.1,     1.5,    -8.8,    -4.2,
505,2015-03-11,,    -5.1,     4.5,    -7.8,    -2.5,
505,2015-03-12,,    -1.8,     6.6,    -6.2,    -0.3,
505,2015-03-13,,    -3.1,     6.2,    -3.1,    -0.3,
505,2015-03-14,,    -6.7,     1.5,    -7.0,    -2.4,
505,2015-03-15,,    -1.3,     7.4,    -8.2,    -0.9,
505,2015-03-16,,     2.2,    12.8,    -2.6,     4.2,
505,2015-03-17,,     1.6,    10.5,    -0.2,     4.4,
505,2015-03-18,,     2.6,    10.2,    -1.4,     4.0,
505,2015-03-19,,    -1.9,     6.0,    -1.9,     1.9,
505,2015-03-20,,    -7.0,     1.5,    -7.4,    -2.3,
505,2015-03-21,,    -2.9,     7.3,    -8.1,    -1.1,
505,2015-03-22,,    -1.1,     7.7,    -4.2,     0.7,
505,2015-03-23,,    -0.1,     7.8,    -3.2,     1.5,
505,2015-03-24,,    -4.3,     6.6,    -4.3,     0.7,
505,2015-03-25,,    -3.6,     0.8,    -9.4,    -3.7,
505,2015-03-26,,    -8.2,    -1.9,    -9.0,    -5.8,
505,2015-03-27,,    -1.5,     2.3,    -9.9,    -2.9,
505,2015-03-28,,     0.0,     6.5,    -5.2,     0.5,
505,2015-03-29,,    -0.6,     9.3,    -1.2,     3.4,
505,2015-03-30,,    -0.7,     7.8,    -4.4,     1.4,
505,2015-03-31,,    -1.1,     8.6,    -1.8,     2.3,
505,2015-04-01,,     1.0,    10.0,    -1.4,     3.6,
505,2015-04-02,,    -2.8,     6.0,    -3.2,     1.0,
505,2015-04-03,,    -9.0,     4.2,    -9.0,    -2.6,
505,2015-04-04,,    -8.7,    -1.4,   -11.2,    -6.9,
505,2015-04-05,,    -2.9,     6.4,    -9.3,    -1.3,
505,2015-04-06,,    -1.6,     8.4,    -4.2,     1.5,
505,2015-04-07,,    -1.4,     9.1,    -2.8,     2.4,
505,2015-04-08,,    -1.3,     7.5,    -4.3,     1.5,
505,2015-04-09,,    -7.3,     6.7,    -7.6,    -0.3,
505,2015-04-10,,    -5.8,     2.1,    -7.7,    -3.5,
505,2015-04-11,,    -3.2,     7.7,    -6.6,    -0.7,
505,2015-04-12,,    -1.3,     8.0,    -4.4,     1.0,
505,2015-04-13,,    -3.8,     5.2,    -3.9,    -0.4,
505,2015-04-14,,    -0.9,     7.8,    -4.3,     1.3,
505,2015-04-15,,     0.3,    10.9,    -1.5,     3.6,
505,2015-04-16,,    -5.1,     5.9,    -6.3,    -0.9,
505,2015-04-17,,    -4.6,     0.0,    -5.8,    -4.2,
505,2015-04-18,,    -6.5,     0.0,    -9.0,    -4.6,
505,2015-04-19,,    -7.0,     2.7,    -7.7,    -4.4,
505,2015-04-20,,    -5.8,     0.0,    -7.3,    -4.1,
505,2015-04-21,,    -5.4,     2.5,    -6.0,    -3.0,
505,2015-04-22,,    -2.3,     5.5,    -5.4,    -0.3,
505,2015-04-23,,    -2.7,     7.3,    -3.3,     0.9,
505,2015-04-24,,    -3.4,     6.9,    -3.4,     0.4,
505,2015-04-25,,    -2.2,     5.0,    -4.2,    -0.8,
505,2015-04-26,,    -1.0,     7.9,    -3.9,     0.5,
505,2015-04-27,,    -2.9,     1.4,    -2.9,    -0.9,
505,2015-04-28,,    -4.5,     5.9,    -4.7,    -0.4,
505,2015-04-29,,    -0.4,     8.1,    -6.9,     1.1,
505,2015-04-30,,     1.3,    10.3,    -1.3,     4.0,
505,2015-05-01,,     1.9,    10.8,     0.2,     5.0,
505,2015-05-02,,     0.3,    10.9,     0.1,     3.4,
505,2015-05-03,,     0.6,    11.3,     0.1,     4.1,
505,2015-05-04,,     1.7,    11.4,     0.4,     3.9,
505,2015-05-05,,     0.2,     9.9,     0.2,     3.5,
505,2015-05-06,,     1.0,     6.5,     0.1,     2.7,
505,2015-05-07,,    -0.4,     5.6,    -0.4,     1.7,
505,2015-05-08,,    -0.2,     9.5,    -1.1,     2.1,
505,2015-05-09,,     0.2,     6.9,    -0.5,     1.7,
505,2015-05-10,,    -5.3,     6.3,    -5.8,    -0.8,
505,2015-05-11,,    -4.7,     1.1,    -7.4,    -3.8,
505,2015-05-12,,    -1.2,     5.1,    -6.0,    -0.8,
505,2015-05-13,,     1.9,    11.3,    -1.6,     4.5,
505,2015-05-14,,     0.5,     5.7,     0.5,     2.4,
505,2015-05-15,,     1.7,     9.3,    -0.2,     4.0,
505,2015-05-16,,    -4.8,     6.8,    -4.8,     0.7,
505,2015-05-17,,    -2.2,     5.6,    -5.7,    -1.0,
505,2015-05-18,,    -0.8,     5.2,    -2.4,     0.6,
505,2015-05-19,,     0.5,     8.2,    -1.0,     2.3,
505,2015-05-20,,    -1.3,     5.4,    -1.4,     0.9,
505,2015-05-21,,     0.0,     6.8,    -3.1,     1.7,
505,2015-05-22,,     1.8,    10.5,    -0.7,     3.2,
505,2015-05-23,,    -0.2,     8.1,    -0.2,     2.4,
505,2015-05-24,,    -3.8,     6.1,    -4.1,     0.0,
505,2015-05-25,,    -0.8,     7.9,    -4.3,     1.0,
505,2015-05-26,,     0.3,     6.8,    -1.6,     1.7,
505,2015-05-27,,     2.1,     8.1,     0.1,     3.1,
505,2015-05-28,,     0.3,     9.9,    -0.2,     4.2,
505,2015-05-29,,    -0.3,    10.0,    -1.0,     3.2,
505,2015-05-30,,    -1.1,     6.6,    -1.2,     1.9,
505,2015-05-31,,     4.8,    10.7,    -1.6,     5.1,
505,2015-06-01,,     4.3,    13.1,     2.4,     7.2,
505,2015-06-02,,     5.6,    14.0,     4.3,     8.0,
505,2015-06-03,,     5.3,    15.9,     4.1,     9.2,
505,2015-06-04,,     5.5,    15.2,     3.3,     8.8,
505,2015-06-05,,     4.3,    15.8,     4.2,     9.5,
505,2015-06-06,,     2.4,    11.9,     2.4,     6.2,
505,2015-06-07,,     2.3,    12.5,     1.9,     5.7,
505,2015-06-08,,     2.4,    11.5,     0.8,     5.8,
505,2015-06-09,,     5.3,    13.5,     1.5,     7.5,
505,2015-06-10,,     7.0,    16.2,     3.6,     9.5,
505,2015-06-11,,     5.1,    13.0,     4.7,     7.8,
505,2015-06-12,,     3.4,    12.1,     3.1,     5.6,
505,2015-06-13,,     4.1,    12.1,     3.3,     6.5,
505,2015-06-14,,     4.9,    15.3,     3.5,     7.6,
505,2015-06-15,,     5.0,    13.4,     4.6,     8.1,
505,2015-06-16,,     5.7,    15.9,     4.3,     8.8,
505,2015-06-17,,     5.3,    14.6,     5.2,     8.6,
505,2015-06-18,,     7.3,    18.0,     5.0,    10.8,
505,2015-06-19,,     8.0,    18.9,     6.0,    12.2,
505,2015-06-20,,     9.4,    20.2,     7.3,    13.2,
505,2015-06-21,,     9.0,    20.7,     7.4,    13.6,
505,2015-06-22,,    10.7,    21.7,     7.6,    14.4,
505,2015-06-23,,     8.9,    21.8,     8.8,    14.7,
505,2015-06-24,,    10.0,    21.4,     7.7,    14.0,
505,2015-06-25,,     7.5,    20.4,     6.4,    12.1,
505,2015-06-26,,     8.0,    19.7,     7.4,    11.6,
505,2015-06-27,,     7.2,    18.6,     6.3,    11.9,
505,2015-06-28,,     8.5,    19.4,     6.8,    12.4,
505,2015-06-29,,     8.2,    20.3,     8.0,    12.0,
505,2015-06-30,,     8.3,    19.5,     7.3,    12.1,
505,2015-07-01,,     7.6,    21.5,     7.4,    13.5,
505,2015-07-02,,     8.9,    19.9,     7.4,    12.0,
505,2015-07-03,,     8.8,    18.8,     8.1,    11.8,
505,2015-07-04,,     8.4,    19.5,     7.2,    12.6,
505,2015-07-05,,     9.3,    20.0,     7.8,    13.0,
505,2015-07-06,,     7.5,    16.5,     7.3,    10.9,
505,2015-07-07,,     6.7,    14.7,     5.9,     8.6,
505,2015-07-08,,     6.1,    13.2,     6.0,     8.1,
505,2015-07-09,,     4.9,     8.9,     4.8,     6.3,
505,2015-07-10,,     4.9,    14.0,     3.1,     7.3,
505,2015-07-11,,     5.7,    13.7,     3.6,     7.9,
505,2015-07-12,,     7.6,    16.9,     4.3,     9.7,
505,2015-07-13,,     9.8,    18.5,     6.7,    12.0,
505,2015-07-14,,     6.8,    17.2,     6.1,    10.4,
505,2015-07-15,,     5.7,    16.1,     5.6,     8.3,
505,2015-07-16,,     4.6,    14.7,     4.2,     7.9,
505,2015-07-17,,     7.8,    16.3,     4.0,     9.6,
505,2015-07-18,,     8.5,    17.5,     6.2,    10.8,
505,2015-07-19,,     5.9,    17.6,     5.6,     9.6,
505,2015-07-20,,     5.5,    11.6,     5.5,     8.2,
505,2015-07-21,,     6.7,    14.5,     4.7,     8.2,
505,2015-07-22,,     4.8,    14.8,     4.6,     8.1,
505,2015-07-23,,     8.2,    15.4,     4.0,     9.2,
505,2015-07-24,,    10.1,    18.3,     7.1,    12.2,
505,2015-07-25,,     5.8,    15.3,     5.8,     9.5,
505,2015-07-26,,     8.5,    18.6,     5.0,    11.6,
505,2015-07-27,,    10.1,    18.3,     7.7,    12.4,
505,2015-07-28,,     8.6,    19.5,     8.1,    13.2,
505,2015-07-29,,     8.8,    18.6,     6.2,    11.9,
505,2015-07-30,,     8.0,    19.3,     6.2,    12.0,
505,2015-07-31,,    10.2,    20.7,     6.5,    12.8,
505,2015-08-01,,     8.5,    17.9,     8.1,    12.0,
505,2015-08-02,,    10.4,    20.4,     8.0,    13.2,
505,2015-08-03,,    10.4,    19.0,     8.8,    11.7,
505,2015-08-04,,     7.5,    14.1,     7.4,    10.5,
505,2015-08-05,,     8.0,    17.9,     6.8,    11.0,
505,2015-08-06,,    10.4,    20.3,     7.4,    13.3,
505,2015-08-07,,     8.9,    18.4,     8.6,    12.5,
505,2015-08-08,,     8.1,    17.6,     7.6,    11.1,
505,2015-08-09,,     6.7,    16.5,     6.5,    10.3,
505,2015-08-10,,     7.7,    17.0,     5.3,    11.0,
505,2015-08-11,,     8.6,    17.7,     6.9,    11.4,
505,2015-08-12,,     6.9,    18.6,     6.6,    10.7,
505,2015-08-13,,     8.8,    15.9,     6.7,    11.1,
505,2015-08-14,,     9.3,    18.4,     7.9,    12.4,
505,2015-08-15,,     8.6,    21.7,     8.1,    11.8,
505,2015-08-16,,     8.6,    20.3,     8.3,    13.0,
505,2015-08-17,,     8.8,    19.3,     8.1,    11.8,
505,2015-08-18,,     7.3,    17.9,     7.3,    11.0,
505,2015-08-19,,     5.0,    15.1,     4.0,     9.0,
